trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,trans_num,unix_time,merch_lat,merch_long,is_fraud,trans_hour,trans_day_of_week,trans_month,age_at_transaction,distance_km,cc_num_masked,rejection_reason,run_id
2020-09-01 07:17:56,4742883543039288059,"fraud_Tillman, Dickinson and Labadie",gas_transport,42.16,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",533a0d0ea015dae31c518fa4e490079f,1378019876,19.779662,-154.741567,0,7,1,9,29,71.2,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-01 10:09:24,4906628655840914250,fraud_Padberg-Welch,grocery_pos,80.4,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,4921f0159b1c0d8aae3d23afc626a84c,1378030164,24.571156,-81.21498000000001,0,10,1,9,33,19.36,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-01 16:00:23,4225990116481262579,fraud_Friesen Ltd,health_fitness,6.76,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,f645432be4a389f27ca67ea9d5604035,1378051223,19.416975,-154.80111000000002,0,16,1,9,53,103.19,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-01 18:58:59,4225990116481262579,fraud_Ernser-Feest,home,29.68,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,e6f7835711b0ca94e52318289bbec2a2,1378061939,19.435991,-156.25867,0,18,1,9,53,108.05,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-01 20:54:35,4906628655840914250,fraud_Hamill-D'Amore,health_fitness,103.15,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,39e1c71f9aa8517f7453658e4457f910,1378068875,24.436082,-81.260726,0,20,1,9,33,27.35,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-01 23:02:59,4742883543039288059,fraud_Schoen Ltd,kids_pets,2.8,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",6b6b168a47d33c95f4fcf12d5717e43e,1378076579,20.204937,-154.399731,0,23,1,9,29,103.19,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-01 23:14:59,4906628655840914250,"fraud_Monahan, Bogisich and Ledner",misc_pos,4.71,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,2df725110865768af3663449b6b910f4,1378077299,23.881965,-82.080146,0,23,1,9,33,111.38,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-01 23:29:58,4906628655840914250,"fraud_Kihn, Abernathy and Douglas",shopping_net,2.78,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,b937e11f903b39cd419c6fd6d75332cc,1378078198,25.358621,-81.51440600000001,0,23,1,9,33,79.29,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 00:22:20,4225990116481262579,fraud_Bartoletti-Wunsch,gas_transport,67.27,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,a3ebbb495e965167af4e64486c12a084,1378081340,20.46404,-155.366556,0,0,2,9,53,44.25,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 04:11:01,4742883543039288059,fraud_Wolf Inc,grocery_pos,75.43,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",208c5847ab04407bb6266c29d52de52a,1378095061,19.728169,-156.312297,0,4,2,9,29,104.02,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 05:43:14,4906628655840914250,"fraud_Tillman, Fritsch and Schmitt",misc_net,97.87,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,84da17d3c723750fc0972e9932dda598,1378100594,25.145339,-80.739755,0,5,2,9,33,84.65,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 06:20:19,4225990116481262579,fraud_Beier LLC,entertainment,1.79,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,3b0bf087ebacabcc70ad19d6a94630be,1378102819,19.11975,-154.792302,0,6,2,9,53,129.52,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 12:28:35,4742883543039288059,fraud_Roberts-Beahan,misc_pos,7.8,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",c42d63aac484268f5f691bedb1f0a58d,1378124915,20.104205,-154.969298,0,12,2,9,29,42.69,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 12:52:55,4225990116481262579,"fraud_Gutmann, McLaughlin and Wiza",home,1.71,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,b1db09223c666c6114fcf59867493353,1378126375,19.248257,-155.080277,0,12,2,9,53,102.14,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 15:50:29,4742883543039288059,fraud_Bruen-Yost,misc_pos,4.34,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",d80cc26726d7f5f2a654f09facbff0fb,1378137029,19.997721,-155.397198,0,15,2,9,29,4.35,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 18:22:14,4742883543039288059,fraud_Kertzmann LLC,health_fitness,53.0,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",26a5785d640dd76c32b3f993b4bef009,1378146134,19.540936,-155.731431,0,18,2,9,29,65.99,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-02 23:00:33,4742883543039288059,"fraud_Hyatt, Russel and Gleichner",health_fitness,81.52,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",e5b73ece0e8c4306e2207d14b127a357,1378162833,20.690548,-155.74454,0,23,2,9,29,83.48,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 07:59:47,4906628655840914250,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,40.72,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,8d6e7a64842ffaa35d62c00e10b9efd7,1378195187,23.980582,-81.624461,0,7,3,9,33,78.98,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 10:21:24,4906628655840914250,fraud_Heller-Abshire,grocery_net,34.56,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,143374c3be363d1c50850b25c4fb60b0,1378203684,24.876026,-80.389116,0,10,3,9,33,103.24,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 10:31:59,4742883543039288059,fraud_Vandervort-Funk,grocery_pos,116.23,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",d3edda3ea8f67014778236406abef624,1378204319,20.439042,-156.051761,0,10,3,9,29,84.63,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 13:20:39,4906628655840914250,fraud_Lubowitz-Walter,kids_pets,46.75,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,171dc1748df8165b5dfa4ba3c9583be8,1378214439,24.120546,-82.121481,0,13,3,9,33,95.62,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 15:30:21,4906628655840914250,"fraud_Windler, Goodwin and Kovacek",home,35.64,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,ef3b43fe0738e1b97b6344b7455e502c,1378222221,25.09941,-81.83022,0,15,3,9,33,66.9,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 20:36:25,4906628655840914250,fraud_Pacocha-Bauch,shopping_pos,1034.18,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,7d6dd7e00e9f66856894a54e5df78b3f,1378240585,24.760807,-81.592102,0,20,3,9,33,24.19,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 21:12:29,4906628655840914250,fraud_Weimann-Lockman,kids_pets,149.12,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,ab2c5f90515c30f279144d904dce0649,1378242749,24.48125,-80.787199,0,21,3,9,33,63.24,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 21:55:22,4906628655840914250,fraud_Weber and Sons,food_dining,7.58,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,b3855e0ee0a1fd7e4ef8226ed95e87f9,1378245322,25.155924,-81.335154,0,21,3,9,33,55.83,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-03 23:03:14,4906628655840914250,"fraud_Kling, Howe and Schneider",home,55.74,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,4223fe0c9035ccd64b6fe5b32a8a8d1b,1378249394,24.266821,-81.042524,0,23,3,9,33,55.26,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-04 01:51:52,4742883543039288059,fraud_Huels-Nolan,gas_transport,66.33,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",de0102bfc4d2eec528f6206c9ea2ceb5,1378259512,20.407762,-155.232897,0,1,4,9,29,44.67,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-04 05:17:56,4742883543039288059,"fraud_Lockman, West and Runte",grocery_pos,92.54,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",9ef7f89963fca6ddf53829d147278e28,1378271876,19.091055,-154.586374,0,5,4,9,29,132.55,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-04 06:18:01,4906628655840914250,fraud_Hackett-Lueilwitz,grocery_pos,104.71,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,7a483606be6fd560a32f9276eb66b0e9,1378275481,25.106436,-81.131824,0,6,4,9,33,56.13,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-04 07:54:20,4906628655840914250,"fraud_Stokes, Christiansen and Sipes",grocery_net,104.54,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,adb81721302ffb0d9f42e8d93453a083,1378281260,24.097096,-81.960441,0,7,4,9,33,85.36,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-04 08:54:13,4906628655840914250,fraud_Lockman Ltd,grocery_pos,71.94,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1d98089bd743ea06c8480185deef5802,1378284853,25.345604,-81.138323,0,8,4,9,33,80.56,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-04 18:06:26,4742883543039288059,fraud_Buckridge PLC,misc_pos,102.38,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",0e0353db169c3c2774971f80d97c03fc,1378317986,20.719739,-155.7816,0,18,4,9,29,88.18,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-04 19:22:58,4225990116481262579,fraud_Schmidt-Larkin,home,32.22,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,32d98cc7f692a8ba27774585f2617ec1,1378322578,20.990034,-155.283223,0,19,4,9,53,103.12,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-04 20:41:20,4906628655840914250,fraud_Bahringer Group,health_fitness,17.28,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,b130cfdf89701ba892e8b8e3e35ecd04,1378327280,24.205148,-80.930603,0,20,4,9,33,67.84,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 02:32:36,4742883543039288059,fraud_Koepp-Witting,grocery_pos,115.57,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",bfebe9cff060b97f17d3d71055cfec21,1378348356,19.195204,-156.145496,0,2,5,9,29,123.13,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 08:09:21,4906628655840914250,"fraud_Greenholt, Jacobi and Gleason",gas_transport,61.52,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,6fe7695fc318e2d83e8d8a28173065c2,1378368561,24.094383,-80.57826,0,8,5,9,33,102.61,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 11:55:33,4742883543039288059,fraud_Cummerata-Jones,gas_transport,44.65,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",cb95153bacc391e0a667625e722bd07e,1378382133,19.107515,-155.991269,0,11,5,9,29,121.23,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 12:45:46,4906628655840914250,fraud_Friesen Inc,shopping_pos,8.33,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,0662bb2df614c3743e7564432c0be8f3,1378385146,25.078151,-80.480501,0,12,5,9,33,102.4,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 14:29:59,4742883543039288059,fraud_Barton LLC,kids_pets,55.41,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",d3f370f432f044796644851561d9b0bc,1378391399,20.659737,-154.745674,0,14,5,9,29,95.82,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 17:01:59,4906628655840914250,fraud_Pouros-Conroy,shopping_pos,1.12,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1f7f3804498c64afc8edad28dfd4ced6,1378400519,24.824242,-81.987573,0,17,5,9,33,63.92,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 17:23:18,4906628655840914250,fraud_Abbott-Rogahn,entertainment,115.04,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,f362092e1fe0cc437fe40c0d37f20e48,1378401798,24.263205,-81.856533,0,17,5,9,33,64.87,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 17:42:18,4742883543039288059,fraud_Lemke-Gutmann,shopping_net,5.33,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",fe540711e584728bc8bf1c6aad96288c,1378402938,20.071522,-155.472446,0,17,5,9,29,11.81,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 18:41:34,4906628655840914250,"fraud_Heathcote, Yost and Kertzmann",shopping_net,2.46,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,7ed91dcf68af9bd86d1071c632ca34d9,1378406494,23.82606,-80.791457,0,18,5,9,33,110.0,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-05 18:49:29,4742883543039288059,fraud_Friesen Inc,shopping_pos,3.01,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",ea4feb10c341e09271c5ec0b1e56b628,1378406969,20.855765,-155.515618,0,18,5,9,29,93.39,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 03:30:28,4906628655840914250,fraud_Collier Inc,grocery_net,49.47,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,a12f93e2230f4fec44e5e96e6bbce2dc,1378438228,24.39056,-81.849486,0,3,6,9,33,55.7,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 06:00:59,4225990116481262579,fraud_Dooley Inc,shopping_pos,1.26,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,48430209c802c29431073c04452cdead,1378447259,20.457322,-156.02031200000002,0,6,6,9,53,69.41,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 10:45:12,4906628655840914250,fraud_Shields Inc,grocery_net,31.14,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,3e5b07296ae9aab709ef61da80ad40c5,1378464312,24.503813,-81.1617,0,10,6,9,33,27.99,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 11:49:59,4225990116481262579,fraud_Bartoletti-Wunsch,gas_transport,74.75,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,76523edc040646830a419f3517c87c76,1378468199,20.83827,-155.005986,0,11,6,9,53,97.88,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 14:00:52,4906628655840914250,fraud_Goldner-Lemke,entertainment,121.61,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,94a198fc6b69ba6dae6857515321a58e,1378476052,25.000176,-82.232045,0,14,6,9,33,93.91,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 14:41:33,4906628655840914250,"fraud_Medhurst, Cartwright and Ebert",personal_care,14.69,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,9b76a16be4e989f6ab52eab72eb90bdd,1378478493,23.709995000000003,-81.277883,0,14,6,9,33,105.69,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 15:00:07,4906628655840914250,"fraud_Cormier, Stracke and Thiel",entertainment,2.61,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,42e5ff5df198c35dd4dccd6a616f9e3e,1378479607,24.852248,-80.498297,0,15,6,9,33,91.91,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 15:34:52,4742883543039288059,"fraud_Reichert, Huels and Hoppe",shopping_net,4.16,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",684e48fa34476299e58420b6d059aedc,1378481692,19.726162,-155.027829,0,15,6,9,29,48.97,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 15:45:54,4906628655840914250,fraud_Spencer-Runolfsson,misc_pos,50.88,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,186560e9404da7e84bef698270d514fa,1378482354,24.201623,-80.797045,0,15,6,9,33,77.85,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 19:03:12,4742883543039288059,"fraud_Berge, Kautzer and Harris",personal_care,13.19,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",5ca9a7f5b5821c6cf928f26a67331020,1378494192,20.387978,-155.391114,0,19,6,9,29,40.19,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-06 23:02:16,4225990116481262579,fraud_Skiles LLC,home,49.88,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,41f4cd6c7c6338591ee92c4308eadecd,1378508536,19.16183,-154.697747,0,23,6,9,53,131.66,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-07 02:24:10,4225990116481262579,fraud_Sporer Inc,gas_transport,84.84,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,15b476062b7fddb6416303fea2c012d1,1378520650,21.065696,-155.298787,0,2,0,9,53,111.06,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-07 04:35:42,4906628655840914250,fraud_Heidenreich PLC,grocery_pos,30.45,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1f6f146d3b072fb1b778dbcadab834d1,1378528542,23.833314,-81.89494599999999,0,4,0,9,33,105.18,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-07 12:27:14,4742883543039288059,fraud_Balistreri-Nader,misc_pos,19.76,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",09903ff1764957fd6d783d057ac73314,1378556834,19.944117,-155.512599,0,12,0,9,29,17.55,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-07 13:23:31,4906628655840914250,fraud_Ankunding LLC,shopping_net,1.98,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,719ebecf4e6bb931705ca00a03738b65,1378560211,24.855324,-80.803624,0,13,0,9,33,62.52,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-07 17:12:12,4906628655840914250,fraud_Medhurst PLC,shopping_net,6.99,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,4788aca8ace4982d792ffc4f1466fa28,1378573932,25.435694,-81.903356,0,17,0,9,33,101.37,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-09-07 20:40:02,4906628655840914250,fraud_Dickinson Ltd,personal_care,59.81,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,4e2ff9482ef1584fe35c6f2ae4d74035,1378586402,25.597201,-81.05767900000001,0,20,0,9,33,109.68,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
